0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.020000000000000000e+02,6.450000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.850000000000000000e+02,8.999999999999998863e+02,1.050000000000000142e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.429999999999999432e+02,2.820000000000000000e+02,3.210000000000000000e+02,3.810000000000000000e+02,5.790000000000000000e+02,3.480000000000000000e+02,9.930000000000000000e+02,4.710000000000001137e+02,2.370000000000000284e+02,1.920000000000000000e+02,0.000000000000000000e+00,6.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.137000000000000000e+03,8.160000000000001137e+02,7.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.470000000000000000e+02,1.200000000000000000e+01,2.249999999999999716e+02,4.050000000000000568e+02,2.910000000000000000e+02,5.399999999999999289e+01,1.200000000000000000e+01,0.000000000000000000e+00,3.600000000000000000e+02,5.790000000000000000e+02,1.137000000000000000e+03,3.450000000000000000e+02,2.699999999999999645e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.107000000000000227e+03,1.137000000000000000e+03,6.000000000000000711e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+00,2.339999999999999432e+02,4.649999999999999432e+02,1.137000000000000000e+03,3.540000000000000000e+02,1.137000000000000000e+03,9.179999999999998863e+02,1.038000000000000000e+03,8.520000000000001137e+02,1.137000000000000000e+03,1.137000000000000000e+03,1.137000000000000000e+03,1.137000000000000000e+03,7.140000000000000000e+02,5.820000000000000000e+02,6.000000000000000711e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.500000000000000000e+01,1.137000000000000000e+03,1.800000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.500000000000000178e+01,5.100000000000000711e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+01,4.500000000000000000e+01,2.670000000000000000e+02,6.060000000000000000e+02,1.137000000000000000e+03,1.137000000000000000e+03,1.137000000000000000e+03,1.137000000000000000e+03,1.071000000000000227e+03,7.530000000000000000e+02,7.350000000000000000e+02,3.780000000000000000e+02,7.170000000000000000e+02,1.137000000000000000e+03,1.137000000000000000e+03,1.137000000000000000e+03,1.137000000000000000e+03,9.120000000000001137e+02,2.970000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.040000000000001137e+02,1.137000000000000000e+03,1.470000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.200000000000000000e+01,1.259999999999999716e+02,2.040000000000000284e+02,6.690000000000000000e+02,6.360000000000000000e+02,1.137000000000000000e+03,1.137000000000000000e+03,1.137000000000000000e+03,1.137000000000000000e+03,1.137000000000000000e+03,1.137000000000000000e+03,1.230000000000000142e+02,8.400000000000000000e+01,1.320000000000000000e+02,1.259999999999999716e+02,5.100000000000000711e+01,5.280000000000000000e+02,1.137000000000000000e+03,1.137000000000000000e+03,1.137000000000000000e+03,2.100000000000000284e+02,1.890000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.970000000000000000e+02,1.137000000000000000e+03,1.050000000000000227e+03,6.420000000000000000e+02,4.500000000000000000e+01,3.120000000000000000e+02,9.090000000000000000e+02,2.970000000000000000e+02,1.079999999999999858e+02,2.640000000000000000e+02,4.170000000000000568e+02,4.289999999999999432e+02,3.660000000000000000e+02,2.910000000000000000e+02,2.670000000000000000e+02,5.430000000000001137e+02,1.113000000000000000e+03,1.137000000000000000e+03,1.137000000000000000e+03,1.137000000000000000e+03,3.210000000000000000e+02,1.860000000000000000e+02,7.200000000000000000e+01,8.100000000000000000e+01,0.000000000000000000e+00,4.200000000000000568e+02,1.137000000000000000e+03,1.137000000000000000e+03,1.137000000000000000e+03,1.500000000000000000e+02,3.000000000000000000e+00,8.190000000000001137e+02,2.640000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.800000000000000000e+01,2.040000000000000284e+02,1.137000000000000000e+03,6.600000000000000000e+02,5.520000000000000000e+02,3.630000000000000000e+02,1.410000000000000000e+02,9.749999999999997726e+02,5.219999999999998863e+02,2.310000000000000284e+02,5.100000000000000711e+01,6.000000000000000711e+01,2.100000000000000000e+01,5.700000000000000711e+01,1.050000000000000142e+02,7.800000000000000000e+01,6.060000000000000000e+02,1.137000000000000000e+03,1.137000000000000000e+03,1.137000000000000000e+03,1.137000000000000000e+03,1.137000000000000000e+03,7.950000000000000000e+02,1.259999999999999716e+02,0.000000000000000000e+00,1.500000000000000178e+01,2.070000000000000284e+02,5.039999999999998863e+02,1.137000000000000000e+03,7.859999999999998863e+02,3.120000000000000000e+02,7.110000000000000000e+02,1.137000000000000000e+03,1.020000000000000142e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000000e+02,4.200000000000000000e+01,8.490000000000000000e+02,3.240000000000000000e+02,5.250000000000001137e+02,1.440000000000000000e+02,2.130000000000000284e+02,2.789999999999999432e+02,1.020000000000000114e+03,1.137000000000000000e+03,1.137000000000000000e+03,9.900000000000001421e+01,3.030000000000000000e+02,5.160000000000000000e+02,8.910000000000000000e+02,3.720000000000000000e+02,1.410000000000000000e+02,1.137000000000000000e+03,1.137000000000000000e+03,1.137000000000000000e+03,3.690000000000000000e+02,1.137000000000000000e+03,1.101000000000000000e+03,7.020000000000000000e+02,3.990000000000000568e+02,6.420000000000000000e+02,6.390000000000000000e+02,1.500000000000000000e+02,1.137000000000000000e+03,5.430000000000001137e+02,4.230000000000000568e+02,1.098000000000000000e+03,1.137000000000000000e+03,1.137000000000000000e+03,2.010000000000000284e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.700000000000000711e+01,4.319999999999999432e+02,8.280000000000001137e+02,1.860000000000000000e+02,4.170000000000000568e+02,0.000000000000000000e+00,5.100000000000000711e+01,1.137000000000000000e+03,1.137000000000000000e+03,1.137000000000000000e+03,1.137000000000000000e+03,1.137000000000000000e+03,1.137000000000000000e+03,1.137000000000000000e+03,1.137000000000000000e+03,5.820000000000000000e+02,5.880000000000000000e+02,9.480000000000001137e+02,1.137000000000000000e+03,1.137000000000000000e+03,4.800000000000000000e+01,6.840000000000000000e+02,1.005000000000000000e+03,3.780000000000000000e+02,1.530000000000000000e+02,9.630000000000001137e+02,1.830000000000000000e+02,5.399999999999999289e+01,1.137000000000000000e+03,9.539999999999998863e+02,1.137000000000000000e+03,5.100000000000000568e+02,1.137000000000000000e+03,1.140000000000000142e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
